participant_id	informed_consent	age_group	sex	education_level	occupation	marital_status	residence	health_insurance	k1_ad_definition	k2_ad_symptoms	k3_ad_chronic_nature	k4_firstline_treatment	k5_tcs_safety	k6_propolis_definition	k7_propolis_traditional_use	k8_scabies_definition	k9_scabies_symptoms	k10_scabies_eczema_confusion	k11_self_treatment_risk	k12_doctor_visit_timing	a1_eczema_hygiene_cause	a2_eczema_chronic_management	a3_tcs_benefit_caution	a4_tcs_side_effect_fear	a5_natural_always_safe	a6_propolis_tcs_alternative	a7_propolis_if_evidence	a8_pharmacist_sufficient	a9_home_treatment_acceptable	a10_scabies_tcs_treatment	a11_self_diagnosis_acceptable	a12_advice_before_treatment	p1_first_step_skin_symptoms	p2_tcs_used_for_eczema	p3_tcs_usage_compliance	p4_natural_treatments_used	p5_propolis_ointment_try	p6_natural_treatment_motivators	p7_nocturnal_itching_burrows	p8_scabies_symptoms_action	p9_self_treatment_without_diagnosis	p10_dermatologist_visits_annual	p11_bee_product_allergy	p12_health_information_source	
PUB_254	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	موظف خاص	أعزب/عزباء	ريف/قرية	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	لا أعرف	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا أعرف	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق بشدة (5)	أوافق (4)	محايد (3)	محايد (3)	محايد (3)	لا أوافق (2)	لا أوافق (2)	محايد (3)	لا أوافق (2)	أوافق بشدة (5)	أتوجه للصيدلية لشراء علاج	لا	حسب تعليمات الطبيب تماماً	لا	لا أعرف ما هو العكبر	وجود دراسات علمية تدعمه	غير متأكد	لم يحدث لي ذلك	نعم، أحياناً	>5	غير متأكد	الأطباء, الصيادلة	
PUB_255	نعم أوافق	18–30	ذكر	دراسات عليا (ماجستير/دكتوراه)	موظف خاص	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	لا أوافق (2)	محايد (3)	أوافق بشدة (5)	لا أوافق بشدة (1)	لا أوافق (2)	لا أوافق بشدة (1)	لا أوافق (2)	أوافق (4)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي, وجود دراسات علمية تدعمه	نعم	زرت طبيباً للتشخيص	نادراً	1–2	لا	الأطباء	
PUB_256	نعم أوافق	18–30	أنثى	دراسات عليا (ماجستير/دكتوراه)	موظف حكومي	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	محايد (3)	أوافق (4)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق (4)	أوافق بشدة (5)	أوافق بشدة (5)	لا أوافق (2)	لا أوافق (2)	لا أوافق (2)	أوافق بشدة (5)	أستخدم مرطب/كريم متاح	لا	حسب تعليمات الطبيب تماماً	نعم، مع الأدوية	ربما، إذا رأيت تجارب ناجحة	تجارب ناس ناجحة	لا	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	غير متأكد	الكتب/المجلات العلمية	
PUB_257	نعم أوافق	31–45	أنثى	ثانوي أو أقل	ربة منزل	متزوج/ة	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	لا أعرف	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	محايد (3)	أوافق بشدة (5)	أوافق بشدة (5)	لا أوافق (2)	لا أوافق (2)	لا أوافق (2)	أوافق بشدة (5)	أستخدم مرطب/كريم متاح	نعم، بانتظام	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي	لا	لم يحدث لي ذلك	لا، أبداً	3–5	لا	الأطباء, الصيادلة, الإنترنت/وسائل التواصل	
PUB_258	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	مهن حرة	أعزب/عزباء	مدينة	لا	لا اعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	لا اعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	محايد (3)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	لا أوافق (2)	محايد (3)	أوافق بشدة (5)	أوافق (4)	أستخدم مرطب/كريم متاح	نعم، لكن توقفت بسبب الخوف	أتوقف عند التحسن	لا	ربما، إذا رأيت تجارب ناجحة	نصيحة طبيب/صيدلي	لا	لم يحدث لي ذلك	نادراً	1–2	غير متأكد	الكتب/المجلات العلمية	
PUB_259	نعم أوافق	18–30	ذكر	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق (4)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	أوافق بشدة (5)	أوافق بشدة (5)	لا أوافق (2)	لا أوافق (2)	لا أوافق (2)	أوافق (4)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	الأمان وعدم وجود كورتيزون	لا	زرت طبيباً للتشخيص	نعم، أحياناً	0	لا	الصيادلة	
PUB_260	نعم أوافق	18–30	ذكر	جامعي (بكالوريوس)	طالب	أعزب/عزباء	ريف/قرية	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	لا أعرف	لا أعرف	مادة طبيعية	لا اعرف	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	محايد (3)	محايد (3)	محايد (3)	أوافق (4)	محايد (3)	محايد (3)	لا أوافق بشدة (1)	لا أوافق (2)	محايد (3)	لا أوافق بشدة (1)	أوافق بشدة (5)	لا أفعل شيئاً	لا	حسب تعليمات الطبيب تماماً	لا	ربما، إذا رأيت تجارب ناجحة	نصيحة طبيب/صيدلي, تجارب ناس ناجحة, وجود دراسات علمية تدعمه	لا	لم يحدث لي ذلك	لا، أبداً	0	لا	الأطباء, الإنترنت/وسائل التواصل	
PUB_261	نعم أوافق	46–60	ذكر	جامعي (بكالوريوس)	مهن حرة	متزوج/ة	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	المضادات الحيوية أو مضادات الالتهاب	لا يوجد له آثار جانبية	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا أعرف	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	أوافق (4)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	محايد (3)	محايد (3)	أوافق (4)	محايد (3)	أوافق بشدة (5)	أزور طبيب/أخصائي جلدية	نعم، لكن بحذر	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي	لا	لم يحدث لي ذلك	نادراً	1–2	لا	الأطباء	
PUB_262	نعم أوافق	18–30	ذكر	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	مرض جلدي معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	المضادات الحيوية أو مضادات الالتهاب	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	لا اعرف	عدوى بكتيرية	حكة ليلية شديدة وخطوط في الجلد	لا أعرف	تأخير العلاج الصحيح وتفاقم الحالة	بعد تجربة علاجات منزلية	أوافق بشدة (5)	أوافق بشدة (5)	أوافق (4)	أوافق بشدة (5)	محايد (3)	محايد (3)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	محايد (3)	لا أوافق (2)	أوافق بشدة (5)	أستخدم مرطب/كريم متاح	نعم، بانتظام	أتوقف عند التحسن	نعم، مع الأدوية	ربما، إذا رأيت تجارب ناجحة	تجارب ناس ناجحة	لا	لم يحدث لي ذلك	نادراً	1–2	غير متأكد	الكتب/المجلات العلمية	
PUB_263	نعم أوافق	18–30	ذكر	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	لا اعرف	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	الكورتيزون فوراً	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	لا اعرف	طفيلي جلدي يسبب حكة شديدة	لا أعرف	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	محايد (3)	لا أوافق (2)	أوافق (4)	محايد (3)	أوافق بشدة (5)	محايد (3)	أوافق بشدة (5)	لا أوافق (2)	محايد (3)	أوافق (4)	لا أوافق بشدة (1)	لا أوافق (2)	أزور طبيب/أخصائي جلدية	لا أتذكر	حسب تعليمات الطبيب تماماً	أفكر في ذلك	نعم، فوراً	الأمان وعدم وجود كورتيزون	لا	زرت طبيباً للتشخيص	نادراً	1–2	لا	الأطباء	
PUB_264	نعم أوافق	18–30	ذكر	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	نعم	مرض جلدي معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	الكورتيزون فوراً	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	عدوى بكتيرية	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	لا أعرف	فوراً لتحديد التشخيص الصحيح	أوافق (4)	أوافق (4)	أوافق (4)	محايد (3)	محايد (3)	محايد (3)	أوافق (4)	أوافق (4)	محايد (3)	محايد (3)	أوافق (4)	محايد (3)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	ربما، إذا رأيت تجارب ناجحة	نصيحة طبيب/صيدلي	لا	لم يحدث لي ذلك	نعم، أحياناً	1–2	غير متأكد	الصيادلة	
PUB_265	نعم أوافق	18–30	أنثى	دراسات عليا (ماجستير/دكتوراه)	موظف حكومي	متزوج/ة	مدينة	نعم	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تفاقم مستمر	المضادات الحيوية أو مضادات الالتهاب	لا أعرف	مادة كيميائية صناعية	السكري فقط	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا أعرف	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	أوافق بشدة (5)	أوافق بشدة (5)	محايد (3)	أوافق (4)	محايد (3)	محايد (3)	أوافق (4)	لا أوافق (2)	محايد (3)	محايد (3)	أوافق (4)	أوافق (4)	أستخدم علاجات منزلية	نعم، لكن توقفت بسبب الخوف	أتوقف عند التحسن	أفكر في ذلك	ربما، إذا رأيت تجارب ناجحة	السعر المناسب	لا	لم يحدث لي ذلك	نادراً	3–5	غير متأكد	الإنترنت/وسائل التواصل	
PUB_266	نعم أوافق	46–60	ذكر	جامعي (بكالوريوس)	موظف حكومي	مطلق/ة	مدينة	نعم	مرض جلدي معدي	احمرار وحكة وجفاف	تفاقم مستمر	الكورتيزون فوراً	آمن عند الاستخدام الصحيح لفترات محددة	لا أعرف	لا اعرف	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	أوافق (4)	أوافق (4)	لا أوافق (2)	أزور طبيب/أخصائي جلدية	نعم، لكن بحذر	حسب تعليمات الطبيب تماماً	لا	نعم، فوراً	نصيحة طبيب/صيدلي, وجود دراسات علمية تدعمه	نعم	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	لا	الأطباء	
PUB_267	نعم أوافق	46–60	ذكر	جامعي (بكالوريوس)	موظف حكومي	متزوج/ة	مدينة	نعم	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	لا أعرف	بعد تجربة علاجات منزلية	لا أوافق (2)	أوافق بشدة (5)	محايد (3)	أوافق (4)	محايد (3)	محايد (3)	أوافق (4)	أوافق (4)	محايد (3)	محايد (3)	أوافق (4)	أوافق (4)	أستخدم علاجات منزلية	لا أتذكر	أتوقف عند التحسن	لا	نعم، إذا نصح به طبيب/صيدلي	وجود دراسات علمية تدعمه	نعم	استخدمت علاجات منزلية	نعم، أحياناً	0	لا	الكتب/المجلات العلمية	
PUB_268	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	لا اعرف	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	محايد (3)	لا أوافق بشدة (1)	لا أوافق بشدة (1)	لا أوافق بشدة (1)	أوافق بشدة (5)	أزور طبيب/أخصائي جلدية	لا	لا أستخدمه	نعم، مع الأدوية	نعم، إذا نصح به طبيب/صيدلي	الأمان وعدم وجود كورتيزون, نصيحة طبيب/صيدلي, وجود دراسات علمية تدعمه	لا	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	لا	الأطباء, الصيادلة, الكتب/المجلات العلمية	
PUB_269	نعم أوافق	<18	أنثى	ثانوي أو أقل	طالب	أعزب/عزباء	مدينة	لا	حالة حادة مؤقتة	احمرار وحكة وجفاف	تفاقم مستمر	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	محايد (3)	أوافق (4)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	محايد (3)	محايد (3)	محايد (3)	لا أوافق (2)	أوافق (4)	أستخدم مرطب/كريم متاح	لا	حسب تعليمات الطبيب تماماً	لا	ربما، إذا رأيت تجارب ناجحة	نصيحة طبيب/صيدلي, تجارب ناس ناجحة, السعر المناسب, وجود دراسات علمية تدعمه	غير متأكد	لم يحدث لي ذلك	نادراً	0	لا	الأهل/الأصدقاء	
PUB_270	نعم أوافق	46–60	أنثى	جامعي (بكالوريوس)	موظف حكومي	أعزب/عزباء	مدينة	نعم	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	الكورتيزون فوراً	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا أعرف	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	محايد (3)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق (4)	محايد (3)	محايد (3)	أوافق (4)	أوافق (4)	أستخدم مرطب/كريم متاح	نعم، لكن بحذر	حسب تعليمات الطبيب تماماً	نعم، مع الأدوية	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي, تجارب ناس ناجحة	غير متأكد	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	لا	الإنترنت/وسائل التواصل, الكتب/المجلات العلمية	
PUB_271	نعم أوافق	31–45	أنثى	دراسات عليا (ماجستير/دكتوراه)	موظف حكومي	متزوج/ة	مدينة	نعم	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	لا اعرف	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	أوافق بشدة (5)	أوافق (4)	لا أوافق (2)	محايد (3)	أوافق (4)	أوافق (4)	محايد (3)	لا أوافق (2)	لا أوافق بشدة (1)	لا أوافق (2)	أوافق بشدة (5)	أزور طبيب/أخصائي جلدية	نعم، لكن بحذر	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي, السعر المناسب, وجود دراسات علمية تدعمه	لا	لم يحدث لي ذلك	نادراً	1–2	لا	الأطباء, الكتب/المجلات العلمية	
PUB_272	نعم أوافق	31–45	أنثى	دراسات عليا (ماجستير/دكتوراه)	موظف حكومي	متزوج/ة	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	أوافق بشدة (5)	أوافق بشدة (5)	محايد (3)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	لا أوافق بشدة (1)	لا أوافق بشدة (1)	لا أوافق بشدة (1)	محايد (3)	أوافق بشدة (5)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	وجود دراسات علمية تدعمه	نعم	زرت طبيباً للتشخيص	لا، أبداً	1–2	لا	الأطباء, الصيادلة, الأهل/الأصدقاء	
PUB_273	نعم أوافق	31–45	ذكر	دراسات عليا (ماجستير/دكتوراه)	مهن حرة	متزوج/ة	مدينة	نعم	مرض جلدي معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق (4)	لا أوافق (2)	أوافق بشدة (5)	محايد (3)	أوافق (4)	لا أوافق (2)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	أوافق (4)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	وجود دراسات علمية تدعمه	لا	زرت طبيباً للتشخيص	نادراً	0	لا	الإنترنت/وسائل التواصل, الكتب/المجلات العلمية	
PUB_274	نعم أوافق	18–30	أنثى	ثانوي أو أقل	موظف خاص	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	شفاء تام دائم	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	نعم، قد يُشخّص أحدهما بالآخر خطأً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	أوافق (4)	لا أوافق (2)	أوافق (4)	أزور طبيب/أخصائي جلدية	لا أتذكر	حسب تعليمات الطبيب تماماً	لا	نعم، فوراً	نصيحة طبيب/صيدلي	لا	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	لا	الأطباء	
PUB_275	نعم أوافق	<18	أنثى	ثانوي أو أقل	طالب	أعزب/عزباء	مدينة	لا	حالة حادة مؤقتة	احمرار وحكة وجفاف	شفاء تام دائم	المضادات الحيوية أو مضادات الالتهاب	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	أمراض القلب فقط	طفيلي جلدي يسبب حكة شديدة	بقع حمراء فقط	نعم، قد يُشخّص أحدهما بالآخر خطأً	لا تأثير	فوراً لتحديد التشخيص الصحيح	أوافق (4)	لا أوافق (2)	محايد (3)	لا أوافق بشدة (1)	أوافق بشدة (5)	لا أوافق (2)	أوافق (4)	محايد (3)	لا أوافق بشدة (1)	أوافق (4)	أوافق (4)	أوافق بشدة (5)	أتوجه للصيدلية لشراء علاج	نعم، لكن توقفت بسبب الخوف	أقل من المدة الموصى بها	أفكر في ذلك	نعم، فوراً	نصيحة طبيب/صيدلي	نعم	لم أفعل شيئاً	نعم، أحياناً	3–5	نعم	الأطباء	
PUB_276	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تفاقم مستمر	مرطبات الجلد	لا أعرف	مادة طبيعية	التهابات الجلد والجروح	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	محايد (3)	أوافق بشدة (5)	أوافق (4)	محايد (3)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق (4)	لا أوافق (2)	محايد (3)	أوافق (4)	محايد (3)	أوافق بشدة (5)	أزور طبيب/أخصائي جلدية	لا	حسب تعليمات الطبيب تماماً	لا	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي	لا	لم يحدث لي ذلك	لا، أبداً	0	لا	الأطباء	
PUB_277	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	طالب	أعزب/عزباء	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	لا اعرف	طفيلي جلدي يسبب حكة شديدة	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق (2)	أوافق (4)	أوافق (4)	أوافق (4)	لا أوافق (2)	محايد (3)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	محايد (3)	لا أوافق (2)	أوافق (4)	أستخدم مرطب/كريم متاح	لا	حسب تعليمات الطبيب تماماً	نعم، كبديل للأدوية	نعم، إذا نصح به طبيب/صيدلي	نصيحة طبيب/صيدلي	لا	زرت طبيباً للتشخيص	لا، أبداً	1–2	لا	الأطباء	
PUB_278	نعم أوافق	18–30	أنثى	جامعي (بكالوريوس)	طالب	متزوج/ة	مدينة	لا	التهاب جلدي مزمن غير معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	مرطبات الجلد	آمن عند الاستخدام الصحيح لفترات محددة	مادة طبيعية	التهابات الجلد والجروح	عدوى بكتيرية	حكة ليلية شديدة وخطوط في الجلد	لا، هما مختلفان تماماً	تأخير العلاج الصحيح وتفاقم الحالة	فوراً لتحديد التشخيص الصحيح	لا أوافق بشدة (1)	أوافق بشدة (5)	أوافق (4)	محايد (3)	أوافق (4)	محايد (3)	أوافق (4)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	أوافق بشدة (5)	أستخدم مرطب/كريم متاح	نعم، لكن بحذر	حسب تعليمات الطبيب تماماً	نعم، مع الأدوية	نعم، إذا نصح به طبيب/صيدلي	تجارب ناس ناجحة, وجود دراسات علمية تدعمه	نعم	زرت طبيباً للتشخيص	نعم، أحياناً	1–2	لا	الأطباء, الإنترنت/وسائل التواصل, الأهل/الأصدقاء	
PUB_279	نعم أوافق	31–45	ذكر	دراسات عليا (ماجستير/دكتوراه)	موظف خاص	مطلق/ة	ريف/قرية	لا	مرض جلدي معدي	احمرار وحكة وجفاف	تكرار الانتكاسات والتحسن	المضادات الحيوية أو مضادات الالتهاب	مضر دائماً ويجب تجنبه تماماً	نوع من الكورتيزون	لا اعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	لا أعرف	لا أوافق (2)	محايد (3)	أوافق بشدة (5)	أوافق (4)	أوافق (4)	لا أوافق (2)	لا أوافق (2)	محايد (3)	لا أوافق (2)	محايد (3)	محايد (3)	محايد (3)	أستخدم مرطب/كريم متاح	لا أتذكر	أقل من المدة الموصى بها	نعم، مع الأدوية	نعم، إذا نصح به طبيب/صيدلي	السعر المناسب	لا	استخدمت كريمات متاحة (كورتيزون/مضادات حيوية)	نعم، أحياناً	1–2	غير متأكد	الأهل/الأصدقاء	
